rows,columns,msr,row_coverage,column_coverage
rows,columns,msr,row_coverage,column_coverage
rows,columns,msr,row_coverage,column_coverage
985,11,223.6797667236172,34.16579951439473,64.70588235294117
1026,11,229.4963472861355,35.587929240374606,64.70588235294117
1032,11,226.40142798330143,35.79604578563996,64.70588235294117
1065,11,237.12867023562563,36.94068678459938,64.70588235294117
1105,10,226.7620018323568,38.3281304197017,58.8235294117647
1114,10,228.95815197631575,38.64030523759972,58.8235294117647
1112,10,229.55210050454525,38.570933055844606,58.8235294117647
1120,10,232.00243733258927,38.848421782865074,58.8235294117647
1121,10,232.9043778589006,38.88310787374263,58.8235294117647
1139,10,236.3785950659816,39.50745750953868,58.8235294117647
1142,10,237.87418509481932,39.61151578217135,58.8235294117647
1144,9,221.13237412154015,39.68088796392647,52.94117647058823
1155,10,241.10434991847976,40.062434963579605,58.8235294117647
1154,9,223.70422448355785,40.02774887270205,52.94117647058823
1155,9,224.3878222061195,40.062434963579605,52.94117647058823
1157,9,225.10872818531465,40.13180714533472,52.94117647058823
1164,9,226.60612741120963,40.37460978147763,52.94117647058823
1161,9,226.44125910921568,40.27055150884495,52.94117647058823
1155,9,226.22425426956124,40.062434963579605,52.94117647058823
1156,9,227.2569417745312,40.09712105445716,52.94117647058823
1154,9,226.98938032203435,40.02774887270205,52.94117647058823
1147,10,244.15955138924303,39.784946236559136,58.8235294117647
1142,10,244.6082127197504,39.61151578217135,58.8235294117647
1144,9,227.2815668074264,39.68088796392647,52.94117647058823
1142,9,227.4619564244003,39.61151578217135,52.94117647058823
1144,10,246.6904401686687,39.68088796392647,58.8235294117647
1148,10,248.4579578470116,39.8196323274367,58.8235294117647
1141,9,229.5859821858327,39.57682969129379,52.94117647058823
1140,9,229.34424951267056,39.54214360041623,52.94117647058823
1147,10,249.44935408620648,39.784946236559136,58.8235294117647
1145,10,250.0735929063138,39.71557405480402,58.8235294117647
1140,10,249.93263310387184,39.54214360041623,58.8235294117647
1142,10,250.6706280531261,39.61151578217135,58.8235294117647
1144,10,251.17454430828195,39.68088796392647,58.8235294117647
1137,10,251.1231992157087,39.43808532778356,58.8235294117647
1141,9,234.02676658790287,39.57682969129379,52.94117647058823
1139,9,234.2489659818604,39.50745750953868,52.94117647058823
1132,9,233.5434151898465,39.26465487339577,52.94117647058823
1131,9,233.74261753170285,39.22996878251821,52.94117647058823
1144,9,240.78130535451345,39.68088796392647,52.94117647058823
1131,10,254.00250645540325,39.22996878251821,58.8235294117647
1133,10,254.61925921309603,39.29934096427333,58.8235294117647
1127,10,254.5747797113521,39.09122441900798,58.8235294117647
1142,9,241.7924127278345,39.61151578217135,52.94117647058823
1130,9,236.05844149942615,39.19528269164065,52.94117647058823
1172,9,249.9201704925553,40.65209850849809,52.94117647058823
1172,9,250.1453754685752,40.65209850849809,52.94117647058823
1173,9,251.0236191287403,40.68678459937565,52.94117647058823
1167,9,250.73656663910268,40.4786680541103,52.94117647058823
1175,9,253.31949215163556,40.75615678113077,52.94117647058823
1173,9,253.3560758935586,40.68678459937565,52.94117647058823
1173,9,254.3299996395701,40.68678459937565,52.94117647058823
